Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Cabin_a,Cabin_b
1,3,female,38.0,1,5,347077.0,31.3875,S,0,0.0
0,3,male,44.0,0,0,364511.0,8.05,S,0,0.0
0,3,male,17.0,1,0,350048.0,7.0542,S,0,0.0
1,3,female,27.0,0,1,392096.0,12.475,S,E,121.0
0,3,male,16.0,4,1,3101295.0,39.6875,S,0,0.0
0,3,male,19.0,0,0,358585.0,14.5,S,0,0.0
1,3,female,0.0,1,0,376564.0,16.1,S,0,0.0
1,3,female,0.0,0,0,330959.0,7.8792,Q,0,0.0
0,1,male,31.0,0,0,17590.0,50.4958,S,A,24.0
1,1,female,21.0,0,0,13502.0,77.9583,S,D,9.0
0,2,male,30.0,0,0,250646.0,13.0,S,0,0.0
0,3,male,0.0,0,0,374746.0,8.05,S,0,0.0
0,2,male,21.0,0,0,14879.0,73.5,S,0,0.0
0,3,male,0.0,0,0,349254.0,7.8958,C,0,0.0
1,1,male,42.0,1,0,11753.0,52.5542,S,D,19.0
0,2,male,25.0,0,0,234686.0,13.0,S,0,0.0
1,3,female,18.0,0,0,3101265.0,7.4958,S,0,0.0
0,3,male,26.0,0,0,347068.0,7.775,S,0,0.0
1,1,male,31.0,1,0,17474.0,57.0,S,B,20.0
0,3,male,36.0,0,0,349210.0,7.4958,S,0,0.0
0,3,male,0.0,0,0,2631.0,7.225,C,0,0.0
0,2,male,34.0,1,0,28664.0,21.0,S,0,0.0
0,3,male,0.0,0,0,367655.0,7.7292,Q,0,0.0
1,3,male,3.0,4,2,347077.0,31.3875,S,0,0.0
1,1,male,4.0,0,2,33638.0,81.8583,S,A,34.0
0,3,male,18.0,0,0,349912.0,7.775,S,0,0.0
1,3,male,20.0,0,0,2663.0,7.2292,C,0,0.0
1,1,female,39.0,1,0,13507.0,55.9,S,E,44.0
0,2,male,0.0,0,0,239854.0,0.0,S,0,0.0
0,3,male,0.0,0,0,383121.0,7.75,Q,F,38.0
0,3,male,32.0,0,0,370376.0,7.75,Q,0,0.0
0,3,male,0.0,0,0,3101316.0,8.05,S,0,0.0
0,2,female,44.0,1,0,244252.0,26.0,S,0,0.0
0,3,male,0.0,0,0,370372.0,7.75,Q,0,0.0
0,2,male,32.0,2,0,14879.0,73.5,S,0,0.0
0,2,male,19.0,1,1,33112.0,36.75,S,0,0.0
0,3,male,28.0,2,0,3101277.0,7.925,S,0,0.0
1,1,female,24.0,0,0,11767.0,83.1583,C,C,54.0
1,3,male,32.0,0,0,3101286.0,7.925,S,0,0.0
1,2,male,0.67,1,1,250649.0,14.5,S,0,0.0
1,3,male,4.0,1,1,347742.0,11.1333,S,0,0.0
0,3,male,28.0,0,0,350042.0,7.7958,S,0,0.0
0,3,female,9.0,2,2,6608.0,34.375,S,0,0.0
0,3,female,30.0,0,0,315084.0,8.6625,S,0,0.0
0,3,female,45.0,0,0,347073.0,7.75,S,0,0.0
1,2,male,34.0,0,0,248698.0,13.0,S,D,56.0
0,1,male,0.0,0,0,17318.0,25.925,S,0,0.0
0,3,male,32.0,1,0,3101278.0,15.85,S,0,0.0
0,1,male,45.0,1,0,36973.0,83.475,S,C,83.0
0,3,male,19.0,0,0,349205.0,7.8958,S,0,0.0
0,3,male,35.0,0,0,3101273.0,7.125,S,0,0.0
0,3,male,0.0,0,0,36865.0,7.7375,Q,0,0.0
1,2,female,24.0,1,0,244367.0,26.0,S,0,0.0
1,1,female,35.0,0,0,17760.0,135.6333,S,C,99.0
1,3,male,3.0,1,1,37671.0,15.9,S,0,0.0
1,1,female,33.0,1,0,113806.0,53.1,S,E,8.0
